claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
KR skincare market_size,7.653,krw_tn,KRW,KR,skincare,2025,CY,RETAIL,Euromonitor International (via marketresearch.com),https://www.marketresearch.com/seek/Skin-Care-South-Korea/1554/1229/1.html,2026-07-22,HIGH,Domestic retail value; +1% YoY; population 51.7m cited
KR skincare growth_yoy,1.0,percent,KRW,KR,skincare,2025,CY,RETAIL,Euromonitor International (via marketresearch.com),https://www.marketresearch.com/seek/Skin-Care-South-Korea/1554/1229/1.html,2026-07-22,HIGH,Korea skincare domestic retail growth
KR skincare penetration_rate,85.0,percent,KRW,KR,skincare,2026,CY,NA,WifiTalents (Korea beauty industry statistics 2026),https://wifitalents.com/korea-beauty-industry-statistics/,2026-07-24,LOW,85% of South Korean women use a sheet mask at least once a week (aggregator compilation). Same page: >90% of KR women who wear makeup daily practice double cleansing.
KR skincare per_capita_spend,100.0,usd,USD,KR,skincare,2026,CY,RETAIL,WifiTalents (Korea beauty industry statistics 2026),https://wifitalents.com/korea-beauty-industry-statistics/,2026-07-24,LOW,"South Korea per-capita SKINCARE spend stated as 'exceeding $100 per person annually', described as highest in the world; recorded at 100 (floor of stated figure). Aggregator compilation — cross-check against existing KR per-capita datapoints before use."
KR skincare cagr_forecast,5.6,percent,USD,KR,skincare,2025-2034,range,NA,Expert Market Research (via ResearchAndMarkets),https://www.researchandmarkets.com/report/south-korea-skin-care-market,2026-07-25,LOW,"USD 9.69bn (2024) to USD 16.71bn (2034). Internally consistent (9.69 x 1.056^10 = 16.71). SCOPE CAVEAT: the USD 9.69bn 2024 base is ~1.9x the Euromonitor domestic retail figure already on file (KRW 7.653tn 2025 = ~USD 5.18bn @ 1478.40 pinned 2026-07-21) — the aggregator's 'skin care products' scope is materially wider than Euromonitor's domestic retail skincare, or is on a different value basis. The RATE is recorded; the aggregator's level figure is NOT claimed, since publishing it would create a >20% top-down/bottom-up gap against the Euromonitor series (CLAUDE.md rule 7)."
KR skincare market_size,181.0,usd_mn,USD,KR,skincare,2025,CY,RETAIL,MarkNtel Advisors,https://www.marknteladvisors.com/research-library/south-korea-facial-serum-market-study.html,2026-07-25,LOW,"South Korea facial serum market, USD 181mn in 2025 per MarkNtel teaser page. SCOPE CAVEAT: 'facial serum' only — ampoules not explicitly named. Value basis not stated on page; recorded as RETAIL (domestic consumer sell-through) — this is NOT export FOB and NOT MFDS production value (rule 11). Duty-free inclusion not stated (rule 12). TENSION: MFDS primary production data puts 로션·크림 + 에센스·오일 (lotion/cream + essence/oil) at KRW 5,751.5bn (~USD 3.89bn) for 2024 on a PRODUCTION basis — two orders of magnitude above this retail serum figure. The bases differ (production incl. export output vs domestic retail) and the MFDS group is far wider, so they are NOT reconcilable as stated; do not treat USD 181mn as the Korean serum category size without resolving scope. Grand View Research horizon page reportedly shows USD 151.1mn (2024) to USD 253.3mn (2030) at 9% CAGR, but that page returned HTTP 403 and could not be fetched — excluded per rule 6."
KR skincare cagr_forecast,9.56,percent,USD,KR,skincare,2026-2032,range,NA,MarkNtel Advisors,https://www.marknteladvisors.com/research-library/south-korea-facial-serum-market-study.html,2026-07-25,LOW,"MarkNtel: USD 181mn (2025) to USD 198mn (2026) to USD 343mn (2032), CAGR ~9.56% over 2026-2032. Trajectory is internally consistent (198 x 1.0956^6 = 341 vs 343 stated). Nominal USD; page does not state whether real or nominal."
KR skincare production_value,5751.5,krw_bn,KRW,KR,skincare,2024,CY,PRODUCTION,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,HIGH,"MFDS press release dated 2025-05-27, page 2: '기초화장품 중 로션·크림, 에센스·오일 생산액: (23년) 4조 4,405억원 → (24년) 5조 7,515억원'. KRW 5,751.5bn = ~USD 3.89bn at the pinned rate USD/KRW 1478.40 (config/exchange_rates.yaml, pinned 2026-07-21). SCOPE CAVEAT: this is a COMBINED lotion+cream+essence+oil figure that spans two taxonomy cells — facial_moisturisers AND serums_ampoules. It is filed once here to avoid double counting; it must NOT be added to any serums_ampoules figure, and it is not a moisturiser-only number. SCOPE CAVEAT: PRODUCTION basis (factory-gate output of Korean manufacturers, which includes output later exported) — this is not domestic retail sell-through and not export FOB (rule 11). Sits inside 기초화장용 제품류, whose 2024 total was KRW 10,296.1bn (58.7% of all Korean cosmetics production of KRW 17,542.6bn)."
KR skincare growth_yoy,29.52,percent,KRW,KR,skincare,2024,CY,NA,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,ESTIMATE,"Same combined lotion+cream+essence+oil scope as the paired production_value claim; spans facial_moisturisers and serums_ampoules. PRODUCTION basis, nominal KRW — real growth would be lower, and part of the rise reflects export-bound output rather than domestic demand. Cross-check: MFDS states the combined 로션·크림 + 에센스·오일 + 팩·마스크 group grew +1조 6,411억원 / +30.2%, which reconciles exactly with the printed levels for those three items."
KR skincare market_size,128.85,usd_mn,USD,KR,skincare,2024,CY,RETAIL,Cognitive Market Research,https://www.cognitivemarketresearch.com/regional-analysis/asia-pacific-facial-moisturizer-market-report,2026-07-25,LOW,"'The South Korean Facial Moisturizer Market is projected to witness growth at a CAGR of 7.1% during the forecast period, with a market size of USD 128.85 million in 2024.' Stated as 10.0% of the page's Asia Pacific total of USD 1,288.49mn (2024). Value basis not stated; recorded as RETAIL, not export FOB and not MFDS production value (rule 11). Duty-free inclusion not stated (rule 12). CONFLICT / do not average: the MFDS primary production figure for 로션·크림 + 에센스·오일 is KRW 5,751.5bn (~USD 3.89bn) for 2024, roughly 30x this number. The bases differ (factory-gate output incl. exports vs domestic retail) and the MFDS line is wider (adds essences and oils), but a 30x gap far exceeds what basis and scope alone explain — the definitional mismatch is UNRESOLVED. SYSTEMIC CAVEAT: this figure, MarkNtel's serum USD 181mn and Vyansa's toner USD 142mn all imply a Korean facial-skincare market roughly two orders of magnitude below Korea's own government production data and below published Korea skincare retail estimates of US$5-9bn; the pattern is consistent with mechanical apportionment of a global total rather than bottom-up Korean measurement. Treat all three as indicative only."
KR skincare cagr_forecast,7.1,percent,USD,KR,skincare,2024-2031,range,NA,Cognitive Market Research,https://www.cognitivemarketresearch.com/regional-analysis/asia-pacific-facial-moisturizer-market-report,2026-07-25,LOW,Page states South Korea facial moisturizer CAGR 7.1% 'during the forecast period' without restating the years in that sentence; the period 2024-2031 is taken from the same page's Asia Pacific line ('will grow at a CAGR of 8.0% from 2024 to 2031'). Korea is therefore forecast just below the Asia Pacific rate. Aggregator estimate — see the systemic caveat on the paired market_size claim.
KR skincare production_value,1316.9,krw_bn,KRW,KR,skincare,2024,CY,PRODUCTION,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,HIGH,"MFDS press release dated 2025-05-27, page 2: '기초화장품 중 팩·마스크 생산액: (23년) 9,868억원 → (24년) 1조 3,169억원'. KRW 1,316.9bn = ~USD 0.891bn at the pinned rate USD/KRW 1478.40 (config/exchange_rates.yaml, pinned 2026-07-21). SCOPE CAVEAT: 팩·마스크 covers ALL pack and mask formats (sheet masks, wash-off packs, sleeping packs, hydrogel and modelling masks), not sheet masks alone — IndexBox puts sheet masks at 55-65% of Korean beauty face mask UNIT volume, so the sheet-only value share is unknown and likely differs from the volume share. SCOPE CAVEAT: PRODUCTION basis (factory-gate output including export-bound volume), not domestic retail and not export FOB (rule 11)."
KR skincare growth_yoy,33.45,percent,KRW,KR,skincare,2024,CY,NA,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,ESTIMATE,"All pack/mask formats, not sheet-only. PRODUCTION basis, nominal KRW — the fastest-growing of the three MFDS skincare sub-types disclosed for 2024 (vs +29.52% lotion/cream/essence/oil and +30.03% foam cleanser). Growth is inflated by export-bound output; it is not evidence of domestic demand growth at that rate. [CORRIDOR] Pack/mask is the format most directly associated with K-beauty export flows, including into India."
KR skincare cagr_forecast,5.0,percent,USD,KR,skincare,2026-2035,range,NA,IndexBox,https://www.indexbox.io/store/south-korea-beauty-face-masks-market-analysis-forecast-size-trends-and-insights/,2026-07-25,ESTIMATE,"SCOPE CAVEAT: covers ALL beauty face mask formats, not sheet masks alone. Value growth (4-6%) is stated separately from unit volume growth (2-3%), i.e. the forecast is premiumisation-led rather than volume-led. Basis not stated by source; treated as a growth rate so value_basis NA. Sharply below the +33.45% MFDS production growth recorded for 2024 — but those measure different things (forward-looking domestic market value vs a single year of factory-gate output incl. exports); do not reconcile them."
KR skincare market_share,60.0,percent,USD,KR,skincare,2025,CY,NA,IndexBox,https://www.indexbox.io/store/south-korea-beauty-face-masks-market-analysis-forecast-size-trends-and-insights/,2026-07-25,ESTIMATE,"SCOPE CAVEAT: this is sheet masks as a share of UNIT VOLUME within Korean beauty face masks, NOT a value share and NOT a share of skincare overall. Do not apply it to the MFDS 팩·마스크 production value of KRW 1,316.9bn to derive a sheet-only value — sheet masks carry different unit pricing than premium hydrogel and modelling formats, and IndexBox notes premium tiers are growing about twice as fast as value tiers, so a volume share would misstate the value split. Period year not explicitly dated on the page beyond the current-market framing; recorded as 2025."
KR skincare production_value,885.5,krw_bn,KRW,KR,skincare,2024,CY,PRODUCTION,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,HIGH,"MFDS press release dated 2025-05-27, page 2: '인체세정용 제품 중 폼클렌저, 기타 세정용 제품 생산액: (23년) 6,810억원 → (24년) 8,855억원'. KRW 885.5bn = ~USD 0.599bn at the pinned rate USD/KRW 1478.40 (config/exchange_rates.yaml, pinned 2026-07-21). SCOPE CAVEAT (important, two-sided): (a) the figure is 폼클렌저 (foam cleanser, facial) PLUS 기타 세정용 제품 ('other cleansing products'), and the MFDS release does not define the latter — it sits within 인체세정용 제품류 (human-body cleansing, 2024 total KRW 2,077.0bn) which also covers body wash and liquid soap, so this number may OVERSTATE facial cleansing; (b) conversely, Korean regulatory taxonomy places cleansing creams, oils, lotions and waters inside 기초화장용 제품류, NOT 인체세정용, so facial cleansing output is SPLIT across two MFDS type classes and this figure omits the cleansing-oil/balm/water portion, which UNDERSTATES facial cleansing. Net direction of the bias is unresolved. PRODUCTION basis (factory-gate output incl. export-bound volume), not domestic retail (rule 11)."
KR skincare growth_yoy,30.03,percent,KRW,KR,skincare,2024,CY,NA,"MFDS (식품의약품안전처) 2024 cosmetics production statistics press release, via Korea Cosmetic Association",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,ESTIMATE,"Cross-check: MFDS separately states that the whole 인체세정용 제품류 class grew +30.0% (+2,045억원) in 2024 'led by foam cleanser', which matches this derived rate for the foam-cleanser sub-line. Same split-taxonomy scope caveat as the paired production_value claim. PRODUCTION basis, nominal KRW, includes export-bound output."
KR skincare market_size,142.0,usd_mn,USD,KR,skincare,2025,CY,RETAIL,Vyansa Intelligence,https://www.vyansaintelligence.com/industry-report/south-korea-skin-toner-market-trend,2026-07-25,LOW,"SCOPE CAVEAT: covers SKIN TONER only, not essences — the taxonomy cell toners_essences is wider than the source scope, so this understates the cell. MFDS production data groups 에센스 with 오일 inside the lotion/cream/essence/oil line filed under facial_moisturisers, so no clean Korean essence-only figure exists in this drop. Value basis not stated on page; recorded as RETAIL (domestic consumer sell-through), not export FOB and not MFDS production value (rule 11). Duty-free inclusion not stated (rule 12). Treat with caution: the figure is implausibly small against Korea's layered-routine toner usage and against MFDS 기초화장용 production of KRW 10,296.1bn (~USD 6.96bn) in 2024, though the bases differ."
KR skincare cagr_forecast,1.9,percent,USD,KR,skincare,2026-2032,range,NA,Vyansa Intelligence,https://www.vyansaintelligence.com/industry-report/south-korea-skin-toner-market-trend,2026-07-25,LOW,"Vyansa: USD 142mn (2025) to USD 162mn (2032), CAGR ~1.9% over 2026-32. Trajectory is internally consistent (142 x 1.019^7 = 162). Skin toner only, not essences. Markedly slower than the serums cell (9.56% per MarkNtel), consistent with toner being a mature staple format in Korea — but the two come from different vendors with unstated and probably different scopes, so this is not a like-for-like comparison and the gap should not be read as a category insight."
KR sun_care penetration_rate,75.0,percent,KRW,KR,sun_care,2025,CY,NA,IndexBox (South Korea face sunscreen SPF50 market report),https://www.indexbox.io/store/south-korea-kw-face-sunscreen-spf50-840-market-analysis-forecast-size-trends-and-insights/,2026-07-24,LOW,Daily face sunscreen (SPF50) penetration stated as 'exceeding 75%' among core demographic of KR women aged 18-55; recorded at 75 (floor of stated range). Aggregator estimate; SPF50 positioned as standard daily protection level in KR.
